105,35,174
105,35,174
105,35,174
105,35,174
105,35,175
105,35,175
105,35,176
105,35,176
105,35,176
105,35,176
105,35,176
105,35,177
105,35,177
105,35,177
105,34,178
102,32,176
105,29,175
104,28,174
102,32,175
102,32,176
103,36,178
103,36,179
103,36,179
103,36,179
102,32,177
104,28,176
103,25,166
103,16,147
103,13,138
75,4,134
165,4,131
20,6,124
120,4,124
120,4,132
120,4,139
120,4,123
120,5,108
120,4,114
110,8,95
110,9,82
96,15,83
96,16,80
96,17,76
96,18,71
90,23,68
90,23,67
90,23,68
90,23,68
83,15,66
83,15,66
96,19,68
96,18,69
101,29,71
101,28,72
98,38,74
95,41,74
101,50,72
98,23,166
101,30,181
101,29,184
102,32,185
102,32,183
102,32,183
102,31,188
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,188
105,33,188
105,33,188
105,33,188
105,33,188
105,33,188
105,33,188
102,30,186
104,26,186
101,29,186
102,31,187
101,36,189
102,40,191
101,36,189
101,29,186
98,16,180
75,4,114
19,18,114
18,38,114
17,44,111
16,36,106
16,28,100
19,21,96
24,14,93
35,18,85
35,18,85
35,18,84
35,19,82
36,16,78
36,18,72
36,19,67
36,20,64
30,9,60
30,9,59
0,0,57
0,0,55
0,0,53
0,0,50
0,0,48
0,0,48
173,21,49
165,12,41
140,18,42
110,17,46
103,38,47
96,62,41
98,67,42
95,71,47
98,21,186
95,24,181
101,28,193
101,28,190
105,27,189
105,30,168
107,186,26
104,58,83
98,47,108
93,51,100
95,61,96
95,59,100
96,56,119
96,45,147
96,42,178
96,38,196
99,38,193
99,38,193
103,38,195
103,38,195
107,36,197
107,36,197
112,33,198
110,34,197
105,27,187
101,27,196
99,25,191
99,30,162
101,30,119
95,31,99
98,25,112
87,18,131
96,10,127
83,8,127
30,4,126
36,10,128
13,14,129
19,16,128
21,20,126
25,12,123
24,10,132
30,4,126
30,4,124
30,4,128
30,4,130
30,4,127
30,4,127
30,4,130
30,4,131
30,4,129
30,4,128
30,4,129
30,4,128
30,4,125
30,4,124
36,10,126
19,16,131
21,19,136
19,15,139
25,11,134
20,6,129
50,6,129
75,4,136
80,11,144
101,16,131
96,24,105
101,34,106
98,27,144
101,24,184
99,25,194
101,28,190
101,29,187
102,31,192
102,31,191
101,36,193
101,37,192
103,42,196
103,43,196
102,47,196
102,47,196
103,43,197
101,41,195
103,38,195
100,33,191
102,29,191
99,26,188
101,23,188
99,26,188
102,31,191
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
99,32,189
93,28,185
87,28,175
87,36,134
105,35,174
105,35,174
105,35,174
105,35,174
105,35,175
105,35,175
105,35,176
105,35,176
105,35,176
105,35,176
105,35,176
105,35,177
105,35,177
105,35,177
105,34,178
102,32,176
105,29,175
104,28,174
102,32,175
102,32,176
103,36,178
103,36,179
103,36,179
103,36,179
102,32,177
104,28,176
103,25,166
103,16,147
103,13,138
75,4,134
165,4,131
20,6,124
120,4,126
120,4,131
120,4,134
120,4,114
120,5,104
120,5,112
110,8,98
110,9,88
96,15,83
96,16,80
96,17,76
96,18,71
90,23,68
90,23,67
90,23,68
90,23,68
83,15,66
83,15,67
96,19,68
96,18,69
101,28,72
101,28,73
98,38,74
95,41,75
101,50,72
98,23,166
101,30,181
101,29,184
102,32,185
102,32,183
102,32,183
102,31,188
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,188
105,33,188
105,33,188
105,33,188
105,33,188
105,33,188
105,33,188
102,30,186
104,26,186
101,29,186
102,31,187
101,36,189
102,40,191
101,36,189
101,29,186
98,16,180
75,5,113
19,18,114
18,38,114
17,44,111
16,36,106
16,28,100
19,21,96
24,14,93
35,18,85
35,18,85
35,18,84
35,19,82
36,16,78
36,17,73
36,19,67
36,20,64
30,9,60
30,9,59
0,0,57
0,0,55
0,0,53
0,0,50
0,0,48
0,0,48
173,21,49
165,12,42
140,18,42
110,16,47
103,37,48
96,61,42
98,67,42
95,71,47
98,21,181
95,25,176
101,28,188
101,29,186
105,27,190
105,28,180
107,131,37
104,41,117
98,26,195
93,26,193
95,29,195
95,30,194
96,34,195
96,35,192
96,39,191
96,39,190
99,38,193
99,38,193
103,38,195
103,38,195
107,36,197
107,36,197
112,33,198
110,34,197
105,32,194
102,30,194
100,29,195
101,27,196
101,23,185
98,24,161
95,24,130
96,23,109
101,18,114
96,11,119
75,4,128
50,6,136
36,9,140
24,9,139
25,11,135
24,10,131
30,4,128
30,4,126
30,4,124
30,4,126
30,4,133
30,4,138
30,4,133
30,4,124
30,4,134
30,4,135
30,4,130
30,4,122
30,4,121
30,4,127
30,4,130
30,4,128
24,9,136
25,12,125
24,11,119
36,10,128
50,5,140
75,4,137
96,11,115
90,16,93
98,27,104
95,21,146
98,20,187
101,22,196
101,28,188
100,30,184
102,32,186
102,32,186
102,30,195
102,30,196
101,35,199
101,35,199
102,38,199
103,42,198
103,44,196
102,47,194
103,43,197
101,41,195
103,38,195
100,33,191
102,29,191
101,28,190
101,23,188
99,26,188
102,31,191
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
100,34,190
93,27,186
87,27,177
90,33,139
105,35,174
105,35,174
105,35,174
105,35,174
105,35,175
105,35,175
105,35,176
105,35,176
105,35,176
105,35,176
105,35,176
105,35,177
105,35,177
105,35,177
105,34,178
102,32,176
105,29,175
104,28,174
102,32,175
102,32,176
103,36,178
103,36,179
103,36,179
103,36,179
102,32,177
104,27,177
103,25,166
103,16,148
103,13,138
75,4,135
165,4,131
20,6,125
120,4,126
120,4,128
120,4,128
120,5,103
120,5,101
120,5,110
110,8,100
110,8,94
96,15,83
96,16,80
96,17,76
96,18,71
90,23,68
90,23,67
90,23,68
90,23,68
83,15,67
83,15,68
96,18,69
96,18,70
101,28,73
101,28,74
98,37,75
95,40,76
101,50,72
98,23,166
101,30,181
101,29,184
102,32,185
102,32,183
102,32,183
102,31,188
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,188
105,33,188
105,33,188
105,33,188
105,33,188
105,33,188
105,33,188
102,30,186
104,26,186
101,29,186
102,31,187
101,36,189
102,40,191
101,36,189
101,29,186
98,16,180
75,5,113
19,18,114
18,38,114
17,44,111
16,36,106
16,28,100
19,21,96
24,14,92
35,18,85
35,18,85
35,18,85
35,18,83
36,16,79
36,17,73
36,19,68
36,20,64
30,9,60
30,9,59
0,0,57
0,0,55
0,0,53
0,0,50
0,0,48
0,0,48
173,20,50
165,12,42
140,18,42
110,16,47
103,37,48
96,61,42
98,67,42
95,71,47
98,21,183
95,24,179
101,29,187
101,29,184
105,27,191
105,27,186
107,131,37
104,33,148
99,26,186
95,30,188
95,30,190
95,31,191
96,35,191
96,35,187
96,40,184
96,41,181
99,38,193
99,38,193
103,38,195
103,38,195
107,36,197
107,36,197
112,32,197
110,34,197
103,37,201
101,37,192
101,37,187
101,37,188
102,31,189
100,30,186
99,28,175
98,23,163
101,32,113
98,24,115
101,17,120
90,12,125
83,8,129
83,8,132
75,4,134
75,4,134
30,4,138
30,4,139
30,4,132
30,4,122
30,4,122
30,4,130
30,4,131
30,4,126
30,4,126
30,4,127
30,4,129
30,4,130
30,4,131
30,4,131
30,4,131
30,4,130
75,5,111
75,4,125
83,8,134
83,8,123
90,15,104
101,20,101
98,23,120
95,22,141
101,24,179
99,25,193
100,29,196
102,32,184
101,37,186
101,34,201
101,35,204
101,37,193
102,31,190
102,31,192
101,35,196
101,35,198
102,38,200
101,40,197
103,43,196
103,44,193
103,43,197
101,41,195
103,38,195
100,33,191
102,29,191
101,28,190
101,23,188
101,28,190
102,31,191
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
100,34,190
95,30,190
90,26,180
93,34,151
105,35,174
105,35,174
105,35,174
105,35,174
105,35,175
105,35,175
105,35,176
105,35,176
105,35,176
105,35,176
105,35,176
105,35,177
105,35,177
105,35,177
105,34,178
102,32,176
105,29,175
104,28,174
102,32,175
102,32,176
103,36,178
103,36,179
103,36,179
103,36,179
102,32,178
104,27,177
103,24,167
103,16,148
103,13,139
75,4,135
165,4,132
20,6,125
120,4,123
120,4,125
120,4,125
120,5,97
120,5,105
120,5,111
110,8,100
110,8,93
96,15,83
96,16,80
96,17,76
96,18,71
90,23,68
90,23,67
90,23,68
90,23,68
83,15,69
83,15,69
96,18,71
96,18,71
101,28,74
101,27,75
98,36,77
95,40,77
101,50,72
98,23,166
101,30,181
101,29,184
102,32,185
102,32,183
102,32,183
102,31,188
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,187
105,33,188
105,33,188
105,33,188
105,33,188
105,33,188
105,33,188
105,33,188
102,30,186
104,26,186
101,29,186
102,31,187
101,36,189
102,40,191
101,36,189
101,29,186
98,16,180
75,5,113
19,18,113
18,38,113
17,44,110
16,36,105
16,28,99
19,21,95
24,14,92
35,18,86
35,18,86
35,18,85
35,18,83
36,16,79
36,17,73
36,19,68
36,20,65
30,9,60
30,9,59
0,0,57
0,0,55
0,0,53
0,0,50
0,0,48
0,0,48
173,20,50
165,12,42
140,18,43
110,16,47
103,37,48
96,61,42
98,65,43
95,69,48
98,20,190
95,23,186
101,28,192
101,29,187
105,27,191
105,29,176
107,242,20
105,33,156
101,28,194
98,27,191
95,30,188
95,30,186
97,34,189
96,34,193
98,35,197
96,37,200
99,38,193
101,37,193
103,38,195
104,35,195
107,36,197
110,34,197
112,32,197
110,34,197
103,42,193
101,41,193
102,39,195
102,39,196
101,35,194
100,33,194
102,30,198
101,27,200
101,22,195
101,21,172
95,22,140
96,23,112
96,25,102
101,19,108
101,16,124
96,10,134
75,5,112
30,4,126
30,4,140
30,4,142
30,4,133
30,4,125
30,4,125
30,4,128
30,4,130
30,4,127
30,4,131
30,4,139
30,4,136
30,4,122
30,4,114
75,4,116
96,10,123
101,19,107
101,22,93
96,25,104
98,20,137
95,18,168
101,19,185
101,23,189
101,27,198
102,30,196
100,33,193
101,37,192
102,40,189
101,42,188
101,41,194
102,38,201
102,32,183
100,31,183
102,32,186
101,36,190
101,36,192
102,39,196
103,42,199
103,42,199
103,43,197
101,41,195
101,36,193
100,33,191
102,29,191
101,28,190
101,23,188
101,28,190
102,31,191
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,193
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
101,36,192
100,34,190
95,29,191
93,28,184
95,34,164
105,35,174
105,35,174
105,35,174
105,35,174
105,35,175
105,35,175
105,35,176
105,35,176
105,35,176
105,35,176
105,35,176
105,35,177
105,35,177
105,35,177
105,34,178
102,32,176
105,29,175
104,28,174
102,32,175
102,32,176
103,36,178
103,36,179
103,36,179
103,36,179
102,32,178
104,27,178
103,24,167
